ensembl	symbol	datatype	CCRCC.val	CCRCC.pval	COAD.val	COAD.pval	HNSCC.val	HNSCC.pval	LSCC.val	LSCC.pval	LUAD.val	LUAD.pval	OV.val	OV.pval	PDAC.val	PDAC.pval	UCEC.val	UCEC.pval	metap
ENSG00000125611	CHCHD5	protein	-8.7e-01	-2.2e-29	 2.5e-01	 7.9e-02	-2.3e-01	-9.3e-06	-3.3e-03	-9.3e-01	 3.3e-01	 4.5e-11	-1.0e-01	-3.3e-01	 5.6e-01	 6.0e-05	 6.7e-02	 5.5e-01	 -7.9e-01
ENSG00000159685	CHCHD6	protein	-7.7e-01	-1.0e-26	 3.0e-02	 4.5e-01	-2.5e-01	-1.7e-06	 2.1e-01	 7.5e-05	 5.4e-02	 1.3e-01	-6.7e-02	-5.2e-01	-6.1e-01	-1.7e-10	 1.8e-01	 3.7e-03	 -1.2e-04
ENSG00000170791	CHCHD7	protein	-8.9e-01	-5.2e-29	-1.8e-01	-1.8e-02	-3.6e-01	-9.8e-06	-3.1e-01	-1.5e-12	-5.0e-02	-2.4e-01	-5.5e-01	-6.5e-03	-1.8e-01	-6.8e-02	 2.6e-01	 9.5e-03	 -2.4e-23
ENSG00000153922	CHD1	protein	 3.7e-01	 3.3e-23	 4.1e-01	 4.5e-09	 3.5e-01	 4.5e-17	 4.5e-01	 1.6e-31	 3.7e-01	 6.9e-19	 7.8e-02	 5.3e-01	 1.3e-01	 1.1e-03	 8.2e-03	 8.7e-01	  1.1e-66
ENSG00000131778	CHD1L	protein	 2.5e-02	 3.9e-01	 1.2e-01	 1.1e-03	 9.8e-02	 2.4e-02	 1.7e-01	 7.2e-05	 3.1e-01	 9.3e-13	 1.8e-01	 3.2e-01	-2.2e-01	-4.3e-04	 1.9e-01	 1.4e-02	  7.2e-10
ENSG00000173575	CHD2	protein	 1.4e-01	 5.3e-14	 1.8e-01	 9.6e-07	 3.0e-01	 1.3e-20	 2.1e-01	 4.6e-24	 2.3e-01	 2.5e-23	 2.6e-02	 6.4e-01	 6.4e-02	 9.0e-02	 5.8e-03	 8.8e-01	  8.0e-55
ENSG00000170004	CHD3	protein	-2.0e-01	-9.2e-08	-6.1e-02	-5.6e-01	 1.6e-01	 3.8e-04	 3.5e-01	 5.3e-20	 1.4e-01	 1.8e-06	 4.9e-02	 5.1e-01	-8.3e-02	-1.1e-01	-1.1e-01	-1.9e-01	  1.0e-03
ENSG00000111642	CHD4	protein	 1.9e-01	 8.0e-14	 3.7e-01	 2.5e-26	 2.1e-01	 5.4e-10	 4.2e-01	 5.3e-32	 1.0e-01	 1.2e-06	 5.8e-01	 1.0e-08	 1.2e-01	 1.1e-02	-3.9e-02	-4.6e-01	  8.8e-66
ENSG00000116254	CHD5	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124177	CHD6	protein	 2.7e-01	 3.4e-03	NA	NA	 1.3e-01	 1.3e-01	 1.6e-01	 6.5e-07	 8.2e-02	 1.4e-02	 3.3e-01	 1.0e-01	-2.8e-01	-6.8e-04	-9.9e-02	-1.9e-02	  3.4e-03
ENSG00000171316	CHD7	protein	-4.3e-02	-6.8e-01	 2.3e-01	 1.1e-02	 5.1e-02	 4.6e-01	 3.0e-01	 1.2e-07	 7.3e-02	 2.8e-01	 3.8e-01	 4.1e-03	NA	NA	 9.9e-01	 1.4e-08	  1.8e-11
ENSG00000100888	CHD8	protein	 1.1e-01	 1.4e-04	-8.0e-02	-6.4e-01	 1.3e-01	 9.1e-05	 2.7e-01	 6.6e-22	 1.7e-01	 5.9e-14	-5.7e-02	-6.0e-01	-4.8e-02	-3.0e-01	 3.8e-02	 1.8e-01	  1.3e-17
ENSG00000177200	CHD9	protein	 2.0e-01	 6.4e-05	NA	NA	-2.2e-01	-3.7e-04	 8.3e-02	 1.9e-03	 3.0e-02	 3.3e-01	NA	NA	 5.8e-01	 3.8e-03	-1.1e-02	-9.1e-01	  2.9e-03
ENSG00000016391	CHDH	protein	-1.5e+00	-8.4e-28	 1.1e-01	 7.3e-02	-5.5e-01	-7.4e-08	-9.0e-01	-4.1e-32	-8.5e-02	-1.0e-01	-5.5e-01	-1.2e-04	-6.2e-01	-3.8e-10	-1.0e-01	-4.6e-01	 -8.2e-43
ENSG00000149554	CHEK1	protein	 4.0e-01	 1.3e-04	 1.4e-01	 2.2e-01	 3.6e-01	 2.6e-08	 1.2e+00	 6.9e-31	 3.8e-01	 6.5e-06	 6.0e-01	 1.4e-04	 2.0e-01	 1.0e-01	 2.5e-01	 1.8e-01	  2.6e-32
ENSG00000183765	CHEK2	protein	 5.9e-01	 1.2e-21	 4.1e-01	 3.1e-12	 4.6e-01	 1.9e-14	 1.1e+00	 4.2e-34	 6.7e-01	 1.7e-26	 4.6e-01	 3.8e-03	 1.8e-01	 3.5e-03	 4.4e-01	 8.5e-06	  3.3e-91
ENSG00000085872	CHERP	protein	 4.7e-02	 6.3e-03	 4.5e-01	 2.8e-31	 3.1e-01	 2.5e-17	 5.0e-01	 4.0e-34	 2.8e-01	 2.6e-30	 5.1e-01	 1.2e-09	-1.7e-02	-5.9e-01	 1.5e-01	 7.7e-04	  2.5e-85
ENSG00000072609	CHFR	protein	NA	NA	NA	NA	 3.2e-02	 6.6e-01	 1.8e-01	 8.0e-06	NA	NA	NA	NA	 2.5e-01	 6.3e-03	 3.8e-01	 6.0e-04	  3.2e-08
ENSG00000100604	CHGA	protein	-1.2e+00	-2.1e-11	-2.6e+00	-1.0e-31	-8.2e-01	-7.2e-04	-7.6e-01	-1.4e-05	-2.7e-01	-1.5e-01	NA	NA	-7.0e-01	-8.7e-06	 2.7e+00	 1.3e-08	 -2.3e-23
ENSG00000089199	CHGB	protein	-1.2e+00	-2.6e-12	-1.1e+00	-6.7e-11	 7.2e-02	 8.1e-01	-9.5e-03	-9.7e-01	-1.4e-01	-3.6e-01	NA	NA	-4.3e-01	-4.2e-03	NA	NA	 -2.9e-12
ENSG00000133048	CHI3L1	protein	-6.3e-01	-2.3e-09	 3.9e-01	 2.5e-05	 5.9e-01	 6.0e-09	 4.1e-01	 1.8e-06	 1.2e-01	 8.0e-02	-2.9e-01	-9.0e-02	 5.2e-01	 3.8e-04	 1.3e+00	 7.9e-08	  3.0e-10
ENSG00000064886	CHI3L2	protein	NA	NA	NA	NA	-4.7e-01	-1.4e-02	-7.3e-01	-7.6e-04	NA	NA	NA	NA	NA	NA	NA	NA	 -3.7e-05
ENSG00000134216	CHIA	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000204116	CHIC1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109220	CHIC2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000177830	CHID1	protein	-3.6e-01	-2.7e-19	-1.4e-01	-2.6e-04	-3.6e-01	-6.5e-09	-2.1e-01	-3.8e-09	 1.2e-01	 1.9e-03	-6.6e-02	-5.2e-01	-8.6e-01	-3.7e-10	-5.1e-02	-4.7e-01	 -2.0e-24
ENSG00000133063	CHIT1	protein	-5.3e-01	-5.1e-06	 3.1e-01	 9.7e-02	 5.2e-01	 1.5e-05	-4.3e-01	-1.1e-03	-5.3e-01	-5.6e-04	 9.6e-02	 7.7e-01	 6.2e-01	 2.0e-04	 1.3e+00	 3.9e-05	  3.2e-01
ENSG00000110721	CHKA	protein	-7.3e-02	-1.2e-01	NA	NA	-1.1e-01	-9.5e-02	 1.7e-02	 5.9e-01	 2.6e-02	 5.3e-01	 4.1e-01	 1.6e-02	-4.0e-01	-3.6e-06	 4.1e-01	 2.6e-05	 -9.8e-01
ENSG00000100288	CHKB	protein	-7.2e-03	-8.1e-01	-4.7e-01	-1.8e-18	-1.4e-01	-1.7e-03	-3.3e-01	-1.5e-17	-1.7e-01	-7.6e-07	-4.4e-01	-4.0e-05	 3.1e-01	 4.1e-06	-4.4e-01	-4.8e-08	 -3.2e-27
ENSG00000134121	CHL1	protein	-1.6e+00	-2.1e-30	-1.4e+00	-2.1e-33	-9.3e-01	-3.0e-17	-3.9e-01	-8.1e-07	-4.7e-01	-9.5e-11	NA	NA	-6.1e-01	-2.7e-08	-3.0e-01	-8.3e-02	 -1.0e-81
ENSG00000188419	CHM	protein	 2.1e-01	 2.1e-15	 4.8e-02	 2.0e-01	 1.6e-01	 4.0e-07	-1.1e-01	-3.2e-06	 4.5e-02	 6.2e-02	-1.3e-01	-4.6e-01	 4.9e-02	 3.8e-01	 1.1e-01	 3.3e-02	  1.1e-06
ENSG00000203668	CHML	protein	 6.6e-01	 7.6e-20	NA	NA	 3.0e-01	 6.2e-04	 3.2e-02	 4.1e-01	 1.6e-01	 1.2e-03	NA	NA	 2.5e-02	 6.9e-01	 2.5e-01	 3.5e-03	  4.2e-16
ENSG00000131165	CHMP1A	protein	 2.3e-01	 3.2e-13	 8.4e-03	 7.9e-01	 1.4e-01	 1.9e-03	 1.7e-01	 5.3e-07	 2.2e-01	 1.4e-11	-7.9e-02	-4.6e-01	 1.0e+00	 9.0e-14	-5.4e-02	-3.3e-01	  2.3e-23
ENSG00000255112	CHMP1B	protein	-4.8e-02	-2.2e-01	-2.1e-01	-2.4e-08	-8.8e-02	-4.6e-02	 1.8e-01	 5.9e-06	 3.0e-02	 4.9e-01	 2.7e-01	 5.5e-03	 2.8e-01	 4.2e-06	 1.2e-03	 9.7e-01	  1.8e-01
ENSG00000130724	CHMP2A	protein	 7.2e-02	 1.4e-03	-2.4e-01	-3.3e-14	-3.0e-01	-1.3e-12	 5.3e-02	 5.1e-02	 6.5e-02	 1.3e-02	-2.5e-01	-9.7e-03	 8.2e-01	 2.9e-13	 5.5e-02	 1.9e-01	 -7.1e-01
ENSG00000083937	CHMP2B	protein	-1.3e-01	-2.9e-04	-6.6e-03	-8.0e-01	-2.6e-01	-1.6e-07	 1.2e-02	 7.2e-01	 3.5e-01	 2.1e-19	-1.2e-01	-1.3e-01	 1.6e-01	 1.2e-02	 1.7e-01	 1.4e-02	  1.9e-01
ENSG00000115561	CHMP3	protein	 1.2e-01	 1.3e-03	-2.0e-01	-1.4e-04	-2.5e-01	-1.5e-07	 1.5e-02	 8.0e-01	-4.8e-02	-2.5e-01	 2.7e-01	 3.5e-02	 7.7e-01	 6.0e-11	 8.7e-02	 1.8e-01	  2.5e-01
ENSG00000254505	CHMP4A	protein	 4.6e-01	 7.9e-18	-1.1e-01	-1.8e-02	 1.4e-01	 6.1e-04	 1.3e-01	 1.5e-04	 4.1e-02	 4.1e-01	-9.0e-03	-9.4e-01	-1.2e-01	-2.6e-02	 9.3e-02	 2.3e-01	  3.2e-06
ENSG00000101421	CHMP4B	protein	 3.3e-01	 4.6e-25	 1.9e-01	 5.6e-05	-5.9e-02	-6.1e-02	 3.7e-01	 1.6e-26	 4.4e-01	 2.1e-30	 4.5e-01	 1.4e-05	 2.6e-01	 6.7e-09	 1.3e-01	 4.2e-03	  1.3e-63
ENSG00000164695	CHMP4C	protein	-6.1e-03	-8.6e-01	-1.4e-01	-3.9e-02	-1.8e-01	-3.5e-02	 1.9e-01	 5.9e-04	 2.7e-01	 1.1e-08	-1.7e-01	-4.6e-01	 5.0e-01	 5.1e-05	 4.9e-01	 6.3e-06	  8.0e-06
ENSG00000086065	CHMP5	protein	-3.9e-03	-8.7e-01	-8.1e-02	-1.6e-03	-6.0e-02	-7.6e-02	-2.7e-02	-3.1e-01	-1.8e-02	-3.4e-01	 1.8e-01	 6.3e-03	 4.0e-01	 3.5e-10	-3.5e-02	-4.8e-01	  6.6e-01
ENSG00000176108	CHMP6	protein	-9.9e-02	-1.8e-04	-3.2e-01	-6.0e-21	-2.4e-01	-2.0e-08	-3.6e-01	-7.0e-23	-2.0e-01	-3.5e-12	-2.7e-01	-3.0e-03	-8.2e-05	-1.0e+00	-2.9e-01	-1.7e-05	 -9.2e-52
ENSG00000147457	CHMP7	protein	 4.8e-02	 1.4e-02	-1.6e-01	-1.1e-06	 7.3e-02	 3.4e-03	NA	NA	 5.8e-02	 1.4e-02	-3.6e-02	-7.1e-01	-2.3e-01	-1.6e-06	 1.0e-01	 1.6e-02	  9.4e-01
ENSG00000128656	CHN1	protein	 3.5e-01	 1.4e-05	NA	NA	-6.7e-01	-6.2e-15	-1.1e+00	-3.2e-32	-8.3e-01	-2.2e-30	-6.2e-01	-1.2e-02	-1.8e-01	-3.4e-02	-1.2e-01	-1.9e-01	 -4.6e-35
ENSG00000106069	CHN2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000154645	CHODL	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110172	CHORDC1	protein	 4.5e-02	 5.5e-02	 1.7e-01	 6.0e-06	 4.8e-01	 2.6e-18	 6.9e-01	 4.7e-34	 4.6e-01	 4.5e-29	 3.3e-01	 6.4e-04	 3.5e-01	 1.2e-11	 1.6e-01	 2.5e-02	  1.4e-72
ENSG00000187446	CHP1	protein	-1.3e+00	-1.6e-30	-4.1e-01	-7.5e-22	-7.1e-02	-6.6e-02	 1.5e-01	 9.6e-06	-6.4e-02	-2.3e-02	-4.7e-01	-5.4e-07	NA	NA	-3.8e-01	-2.4e-07	 -1.3e-31
ENSG00000166869	CHP2	protein	NA	NA	-1.0e+00	-5.1e-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 -5.1e-21
ENSG00000123989	CHPF	protein	 4.0e-01	 3.0e-05	 2.4e-01	 1.3e-01	 4.5e-01	 2.9e-08	 3.5e-01	 8.2e-11	 1.0e-01	 1.0e-01	 1.9e-01	 1.1e-01	 3.9e-01	 5.9e-07	-2.7e-01	-1.8e-03	  7.3e-16
ENSG00000033100	CHPF2	protein	 5.1e-01	 2.2e-11	-2.6e-01	-2.3e-05	 6.6e-01	 8.5e-19	 7.1e-01	 1.5e-25	 4.7e-01	 2.6e-15	-1.7e-01	-9.4e-02	 4.8e-01	 3.1e-08	-1.2e-01	-1.8e-01	  5.4e-30
ENSG00000111666	CHPT1	protein	-2.4e-01	-5.2e-04	NA	NA	-5.1e-01	-3.8e-02	-2.0e-01	-1.8e-04	-2.9e-01	-4.7e-06	NA	NA	 1.4e-01	 6.3e-01	NA	NA	 -2.2e-09
ENSG00000104472	CHRAC1	protein	 5.4e-01	 2.3e-27	 5.4e-01	 1.6e-21	 1.7e-01	 1.1e-02	 6.3e-01	 1.6e-30	 1.9e-01	 1.8e-07	 5.4e-01	 6.8e-03	 5.5e-01	 1.3e-05	 3.5e-02	 6.0e-01	  1.6e-62
ENSG00000090539	CHRD	protein	-2.4e-01	-6.5e-03	NA	NA	-1.9e-01	-9.7e-02	-5.9e-01	-3.9e-17	-1.2e-01	-2.2e-02	NA	NA	 2.3e-01	 1.1e-02	-4.4e-01	-7.8e-04	 -8.8e-11
ENSG00000101938	CHRDL1	protein	NA	NA	-9.0e-01	-2.0e-07	-1.1e+00	-5.4e-17	-1.7e+00	-1.8e-34	-1.2e+00	-3.5e-27	-2.6e+00	-4.6e-09	-2.4e-01	-3.4e-02	NA	NA	 -4.6e-74
ENSG00000054938	CHRDL2	protein	NA	NA	-5.9e-01	-1.7e-03	 4.8e-02	 7.1e-01	 1.7e-01	 8.4e-02	 2.3e-01	 2.7e-02	NA	NA	NA	NA	-4.6e-01	-1.3e-02	 -5.6e-01
ENSG00000166664	CHRFAM7A	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000168539	CHRM1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000181072	CHRM2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000133019	CHRM3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000180720	CHRM4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000184984	CHRM5	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000138435	CHRNA1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000129749	CHRNA10	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000120903	CHRNA2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000080644	CHRNA3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101204	CHRNA4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000169684	CHRNA5	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000147434	CHRNA6	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000175344	CHRNA7	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000174343	CHRNA9	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000170175	CHRNB1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000160716	CHRNB2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000147432	CHRNB3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117971	CHRNB4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135902	CHRND	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000108556	CHRNE	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000196811	CHRNG	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000175264	CHST1	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115526	CHST10	protein	NA	NA	NA	NA	NA	NA	-7.1e-02	-4.4e-01	NA	NA	NA	NA	NA	NA	NA	NA	 -4.4e-01
ENSG00000171310	CHST11	protein	NA	NA	NA	NA	 5.0e-01	 1.9e-06	 2.1e-01	 2.1e-04	-4.1e-01	-8.1e-05	-4.2e-01	-1.9e-01	 5.9e-01	 1.3e-06	NA	NA	  3.2e-04
ENSG00000136213	CHST12	protein	 1.9e-01	 7.0e-03	NA	NA	 5.3e-02	 4.7e-01	-2.3e-01	-8.6e-07	-1.5e-01	-2.6e-03	NA	NA	-1.8e-01	-8.5e-02	-3.7e-02	-6.3e-01	 -6.1e-03
ENSG00000180767	CHST13	protein	-2.1e-01	-1.2e-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 -1.2e-02
ENSG00000169105	CHST14	protein	 4.6e-01	 3.5e-15	 3.5e-01	 1.5e-03	 6.0e-02	 4.4e-01	 5.1e-02	 2.7e-01	-2.5e-01	-3.2e-09	-4.3e-01	-4.6e-03	 2.8e-01	 9.3e-06	-4.2e-01	-9.5e-06	  1.4e-01
ENSG00000182022	CHST15	protein	 4.8e-01	 3.8e-03	NA	NA	NA	NA	-1.5e-01	-9.1e-03	-1.3e-01	-3.1e-02	NA	NA	NA	NA	NA	NA	 -2.8e-01
ENSG00000175040	CHST2	protein	NA	NA	NA	NA	 5.9e-01	 2.3e-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  2.3e-03
ENSG00000122863	CHST3	protein	NA	NA	NA	NA	 7.4e-02	 5.2e-01	 4.6e-03	 9.4e-01	-1.0e-01	-1.9e-01	-2.5e-01	-3.4e-01	 1.3e-01	 2.4e-01	-3.1e-01	-4.9e-03	  2.0e-01
ENSG00000140835	CHST4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.6e-02	-6.3e-01	 9.1e-02	 4.5e-01	  8.5e-01
ENSG00000135702	CHST5	protein	NA	NA	-5.5e-01	-1.2e-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 -1.2e-04
ENSG00000183196	CHST6	protein	NA	NA	NA	NA	-8.2e-01	-1.6e-04	 6.0e-01	 1.0e-04	 7.7e-01	 4.7e-05	NA	NA	NA	NA	 1.0e+00	 1.4e-04	  6.5e-05
ENSG00000147119	CHST7	protein	NA	NA	NA	NA	-6.6e-02	-8.7e-01	 2.3e-01	 4.6e-03	-5.3e-01	-4.4e-03	NA	NA	NA	NA	NA	NA	 -9.1e-01
ENSG00000124302	CHST8	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000154080	CHST9	protein	NA	NA	NA	NA	-1.1e+00	-1.8e-06	-6.5e-01	-5.2e-06	-6.0e-01	-9.2e-06	NA	NA	NA	NA	NA	NA	 -1.9e-15
ENSG00000131873	CHSY1	protein	 6.5e-01	 6.1e-14	NA	NA	 4.6e-01	 1.5e-08	 5.9e-01	 8.8e-22	 5.2e-01	 2.4e-15	 3.0e-01	 2.1e-02	 6.2e-01	 4.1e-06	-2.6e-01	-5.5e-02	  2.1e-41
ENSG00000198108	CHSY3	protein	NA	NA	NA	NA	-1.8e-01	-1.5e-01	 3.7e-01	 1.8e-03	NA	NA	 5.2e-01	 4.3e-02	 6.7e-01	 3.8e-03	NA	NA	  9.6e-04
ENSG00000127586	CHTF18	protein	 3.9e-01	 5.3e-05	 6.4e-02	 3.1e-01	 2.5e-01	 8.4e-07	 6.1e-01	 1.7e-25	 4.2e-02	 4.7e-01	 2.8e-01	 2.3e-02	-1.7e-01	-7.3e-02	 3.4e-01	 1.2e-03	  1.5e-18
ENSG00000168802	CHTF8	protein	NA	NA	 4.6e-01	 1.1e-02	 2.2e-01	 3.1e-03	 7.7e-01	 3.7e-16	 5.7e-01	 4.0e-08	NA	NA	NA	NA	 3.4e-02	 7.8e-01	  3.6e-18
ENSG00000160679	CHTOP	protein	 3.2e-02	 3.9e-01	 4.0e-01	 5.7e-22	 5.6e-01	 3.1e-12	 1.5e-01	 2.8e-04	 2.0e-01	 9.4e-08	NA	NA	 6.1e-01	 3.8e-08	 3.4e-01	 1.1e-03	  2.3e-40
ENSG00000213341	CHUK	protein	-2.4e-01	-1.5e-21	 1.5e-02	 5.3e-01	 2.5e-01	 6.6e-13	NA	NA	NA	NA	 1.3e-01	 9.9e-02	 2.1e-02	 6.2e-01	 2.0e-01	 8.0e-04	  3.7e-02
ENSG00000258289	CHURC1	protein	 3.7e-01	 5.9e-13	NA	NA	-2.2e-01	-1.1e-02	-3.6e-02	-3.3e-01	-1.7e-01	-1.8e-07	-1.4e-01	-4.0e-01	-1.4e-01	-1.9e-01	-5.2e-04	-1.0e+00	 -1.6e-01
ENSG00000125954	CHURC1-FNTB	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000144021	CIAO1	protein	 9.5e-02	 2.6e-03	 3.0e-02	 2.4e-01	 1.5e-01	 1.3e-07	 1.2e-01	 6.1e-08	 1.9e-01	 4.0e-16	 1.7e-01	 1.6e-02	 2.0e-01	 2.1e-05	 4.3e-02	 2.8e-01	  1.4e-27
ENSG00000166797	CIAO2A	protein	 2.3e-01	 2.7e-11	-2.3e-01	-3.5e-06	 4.9e-02	 2.2e-01	-2.0e-01	-2.8e-09	-3.0e-01	-1.8e-13	-2.3e-01	-1.1e-01	 1.0e+00	 1.0e-07	 3.1e-02	 7.3e-01	  3.5e-02
ENSG00000166595	CIAO2B	protein	 1.6e-01	 6.6e-09	 1.7e-01	 2.5e-12	-1.3e-01	-2.6e-03	-3.3e-02	-1.7e-01	 2.4e-02	 3.9e-01	 1.6e-01	 2.2e-02	 4.4e-01	 1.4e-09	 1.4e-02	 8.4e-01	  2.9e-10
ENSG00000103245	CIAO3	protein	-1.3e-01	-5.5e-05	-2.3e-01	-8.9e-06	-8.9e-02	-2.5e-03	 1.5e-01	 3.4e-08	 2.8e-01	 7.7e-20	-7.1e-02	-3.5e-01	-8.4e-03	-8.2e-01	 1.6e-02	 7.6e-01	  6.3e-01
ENSG00000005194	CIAPIN1	protein	-9.5e-02	-8.0e-04	 3.0e-01	 1.1e-20	 2.8e-01	 2.4e-10	 6.4e-01	 4.1e-34	 5.1e-01	 8.5e-34	 2.8e-01	 6.6e-04	-4.6e-02	-2.5e-01	 3.7e-01	 1.2e-07	  6.1e-55
ENSG00000159208	CIART	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000185043	CIB1	protein	-5.8e-01	-5.0e-20	 3.0e-01	 4.4e-09	-2.0e-01	-1.2e-02	-4.0e-01	-1.7e-13	 2.7e-01	 4.0e-11	 4.1e-01	 4.9e-03	 6.7e-01	 2.1e-12	 3.5e-01	 2.3e-03	  1.0e-02
ENSG00000136425	CIB2	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000141977	CIB3	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000157884	CIB4	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000079432	CIC	protein	 3.3e-01	 2.0e-27	 1.4e-01	 5.1e-03	 1.7e-02	 5.0e-01	 5.0e-02	 3.3e-03	 1.9e-02	 3.5e-01	-9.4e-02	-7.2e-02	-7.6e-02	-1.0e-01	-1.8e-01	-2.0e-05	  2.0e-04
ENSG00000176194	CIDEA	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000136305	CIDEB	protein	 4.8e-01	 1.4e-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  1.4e-03
ENSG00000187288	CIDEC	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000179583	CIITA	protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000112144	CILK1	protein	NA	NA	NA	NA	NA	NA	 1.9e-01	 5.7e-03	 2.8e-01	 9.8e-04	NA	NA	NA	NA	-9.9e-02	-3.3e-01	  3.3e-03
ENSG00000138615	CILP	protein	 3.4e-02	 9.2e-01	-6.4e-01	-2.0e-09	-9.7e-01	-3.4e-06	 1.2e+00	 2.4e-22	 8.9e-01	 1.3e-12	 5.5e-02	 8.5e-01	 7.3e-01	 7.8e-07	-1.1e+00	-1.1e-05	  1.3e-02
ENSG00000160161	CILP2	protein	NA	NA	NA	NA	-6.0e-01	-8.4e-04	 2.6e-01	 3.3e-04	 3.3e-01	 1.0e-06	-7.7e-02	-5.8e-01	 2.7e-01	 1.8e-02	NA	NA	  1.9e-03
